"Notes","Residence County","Residence County Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Carter County, MT","30011","Female","F","30-34 years","30-34",0,210,0.0,0.0,0.0
,"Carter County, MT","30011","Female","F","35-39 years","35-39",Suppressed,207,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Female","F","40-44 years","40-44",0,159,0.0,0.0,0.0
,"Carter County, MT","30011","Female","F","45-49 years","45-49",0,112,0.0,0.0,0.0
,"Carter County, MT","30011","Female","F","50-54 years","50-54",0,162,0.0,0.0,0.0
,"Carter County, MT","30011","Female","F","55-59 years","55-59",Suppressed,260,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Female","F","60-64 years ","60-64",Suppressed,298,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Female","F","65-69 years","65-69",Suppressed,297,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Female","F","70-74 years","70-74",Suppressed,222,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Female","F","75-79 years","75-79",Suppressed,159,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Female","F","80-84 years","80-84",Suppressed,122,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Female","F","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carter County, MT","30011","Female","F","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carter County, MT","30011","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carter County, MT","30011","Female","F","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carter County, MT","30011","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Carter County, MT","30011","Female","F",,,39,3358,1161.4,825.9,1587.7
,"Carter County, MT","30011","Male","M","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carter County, MT","30011","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carter County, MT","30011","Male","M","5-9 years","5-9",0,262,0.0,0.0,0.0
,"Carter County, MT","30011","Male","M","10-14 years","10-14",0,180,0.0,0.0,0.0
,"Carter County, MT","30011","Male","M","15-19 years","15-19",Suppressed,184,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Male","M","20-24 years","20-24",0,117,0.0,0.0,0.0
,"Carter County, MT","30011","Male","M","25-29 years","25-29",0,148,0.0,0.0,0.0
,"Carter County, MT","30011","Male","M","30-34 years","30-34",0,205,0.0,0.0,0.0
,"Carter County, MT","30011","Male","M","35-39 years","35-39",0,235,0.0,0.0,0.0
,"Carter County, MT","30011","Male","M","40-44 years","40-44",0,208,0.0,0.0,0.0
,"Carter County, MT","30011","Male","M","45-49 years","45-49",Suppressed,110,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Male","M","50-54 years","50-54",Suppressed,147,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Male","M","55-59 years","55-59",Suppressed,187,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Male","M","60-64 years ","60-64",Suppressed,322,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Male","M","65-69 years","65-69",Suppressed,371,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Male","M","70-74 years","70-74",Suppressed,252,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Male","M","75-79 years","75-79",Suppressed,154,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Male","M","80-84 years","80-84",Suppressed,108,Suppressed,Suppressed,Suppressed
,"Carter County, MT","30011","Male","M","85-89 years","85-89",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carter County, MT","30011","Male","M","90-94 years","90-94",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carter County, MT","30011","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carter County, MT","30011","Male","M","100+ years","100+",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Carter County, MT","30011","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Carter County, MT","30011","Male","M",,,48,3504,1369.9,1010.0,1816.2
"Total","Carter County, MT","30011",,,,,87,6862,1267.9,1015.5,1563.9
,"Cascade County, MT","30013","Female","F","< 1 year","1",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Female","F","5-9 years","5-9",Suppressed,12764,Suppressed,Suppressed,Suppressed
,"Cascade County, MT","30013","Female","F","10-14 years","10-14",0,12407,0.0,0.0,0.0
,"Cascade County, MT","30013","Female","F","15-19 years","15-19",Suppressed,11558,Suppressed,Suppressed,Suppressed
,"Cascade County, MT","30013","Female","F","20-24 years","20-24",Suppressed,12540,Suppressed,Suppressed,Suppressed
,"Cascade County, MT","30013","Female","F","25-29 years","25-29",17,13841,122.8,71.5,196.7
,"Cascade County, MT","30013","Female","F","30-34 years","30-34",16,14279,112.1,64.0,182.0
,"Cascade County, MT","30013","Female","F","35-39 years","35-39",16,13210,121.1,69.2,196.7
,"Cascade County, MT","30013","Female","F","40-44 years","40-44",30,11779,254.7,171.8,363.6
,"Cascade County, MT","30013","Female","F","45-49 years","45-49",39,10126,385.1,273.9,526.5
,"Cascade County, MT","30013","Female","F","50-54 years","50-54",62,10604,584.7,448.3,749.5
,"Cascade County, MT","30013","Female","F","55-59 years","55-59",105,12379,848.2,686.0,1010.5
,"Cascade County, MT","30013","Female","F","60-64 years ","60-64",169,14073,1200.9,1019.8,1381.9
,"Cascade County, MT","30013","Female","F","65-69 years","65-69",210,13484,1557.4,1346.8,1768.0
,"Cascade County, MT","30013","Female","F","70-74 years","70-74",243,11547,2104.4,1839.8,2369.0
,"Cascade County, MT","30013","Female","F","75-79 years","75-79",272,8076,3368.0,2967.7,3768.3
,"Cascade County, MT","30013","Female","F","80-84 years","80-84",329,5801,5671.4,5058.6,6284.3
,"Cascade County, MT","30013","Female","F","85-89 years","85-89",376,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Female","F","90-94 years","90-94",342,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Female","F","95-99 years","95-99",151,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Female","F","100+ years","100+",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Cascade County, MT","30013","Female","F",,,2443,206747,1181.6,1134.8,1228.5
,"Cascade County, MT","30013","Male","M","< 1 year","1",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Male","M","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Male","M","5-9 years","5-9",Suppressed,13885,Suppressed,Suppressed,Suppressed
,"Cascade County, MT","30013","Male","M","10-14 years","10-14",Suppressed,13864,Suppressed,Suppressed,Suppressed
,"Cascade County, MT","30013","Male","M","15-19 years","15-19",10,13287,75.3,36.1,138.4
,"Cascade County, MT","30013","Male","M","20-24 years","20-24",26,16438,158.2,103.3,231.8
,"Cascade County, MT","30013","Male","M","25-29 years","25-29",29,15633,185.5,124.2,266.4
,"Cascade County, MT","30013","Male","M","30-34 years","30-34",28,15340,182.5,121.3,263.8
,"Cascade County, MT","30013","Male","M","35-39 years","35-39",38,14157,268.4,189.9,368.4
,"Cascade County, MT","30013","Male","M","40-44 years","40-44",61,12828,475.5,363.7,610.8
,"Cascade County, MT","30013","Male","M","45-49 years","45-49",65,10690,608.0,469.3,775.0
,"Cascade County, MT","30013","Male","M","50-54 years","50-54",85,10824,785.3,627.3,971.0
,"Cascade County, MT","30013","Male","M","55-59 years","55-59",129,12159,1060.9,877.9,1244.0
,"Cascade County, MT","30013","Male","M","60-64 years ","60-64",233,13481,1728.4,1506.4,1950.3
,"Cascade County, MT","30013","Male","M","65-69 years","65-69",295,12138,2430.4,2153.0,2707.7
,"Cascade County, MT","30013","Male","M","70-74 years","70-74",331,10312,3209.9,2864.1,3555.7
,"Cascade County, MT","30013","Male","M","75-79 years","75-79",368,7366,4995.9,4485.5,5506.4
,"Cascade County, MT","30013","Male","M","80-84 years","80-84",348,4458,7806.2,6986.0,8626.4
,"Cascade County, MT","30013","Male","M","85-89 years","85-89",373,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Male","M","90-94 years","90-94",240,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Male","M","95-99 years","95-99",64,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Male","M","100+ years","100+",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Cascade County, MT","30013","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Cascade County, MT","30013","Male","M",,,2766,213397,1296.2,1247.9,1344.5
"Total","Cascade County, MT","30013",,,,,5209,420144,1239.8,1206.1,1273.5
,"Chouteau County, MT","30015","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Female","F","5-9 years","5-9",Suppressed,733,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Female","F","10-14 years","10-14",0,1014,0.0,0.0,0.0
,"Chouteau County, MT","30015","Female","F","15-19 years","15-19",Suppressed,1032,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Female","F","20-24 years","20-24",Suppressed,727,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Female","F","25-29 years","25-29",Suppressed,717,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Female","F","30-34 years","30-34",Suppressed,863,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Female","F","35-39 years","35-39",0,879,0.0,0.0,0.0
,"Chouteau County, MT","30015","Female","F","40-44 years","40-44",Suppressed,817,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Female","F","45-49 years","45-49",Suppressed,803,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Female","F","50-54 years","50-54",Suppressed,755,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Female","F","55-59 years","55-59",Suppressed,872,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Female","F","60-64 years ","60-64",11,1221,900.9,449.7,1612.0
,"Chouteau County, MT","30015","Female","F","65-69 years","65-69",11,1122,980.4,489.4,1754.2
,"Chouteau County, MT","30015","Female","F","70-74 years","70-74",12,893,1343.8,694.3,2347.3
,"Chouteau County, MT","30015","Female","F","75-79 years","75-79",17,608,2796.1,1628.8,4476.8
,"Chouteau County, MT","30015","Female","F","80-84 years","80-84",18,410,4390.2,2601.9,6938.5
,"Chouteau County, MT","30015","Female","F","85-89 years","85-89",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Female","F","90-94 years","90-94",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Female","F","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Chouteau County, MT","30015","Female","F",,,150,14504,1034.2,868.7,1199.7
,"Chouteau County, MT","30015","Male","M","< 1 year","1",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Male","M","5-9 years","5-9",Suppressed,827,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Male","M","10-14 years","10-14",0,945,0.0,0.0,0.0
,"Chouteau County, MT","30015","Male","M","15-19 years","15-19",Suppressed,988,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Male","M","20-24 years","20-24",Suppressed,832,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Male","M","25-29 years","25-29",Suppressed,809,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Male","M","30-34 years","30-34",Suppressed,880,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Male","M","35-39 years","35-39",Suppressed,884,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Male","M","40-44 years","40-44",Suppressed,809,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Male","M","45-49 years","45-49",Suppressed,846,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Male","M","50-54 years","50-54",Suppressed,851,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Male","M","55-59 years","55-59",Suppressed,883,Suppressed,Suppressed,Suppressed
,"Chouteau County, MT","30015","Male","M","60-64 years ","60-64",12,1180,1016.9,525.5,1776.4
,"Chouteau County, MT","30015","Male","M","65-69 years","65-69",23,1126,2042.6,1294.8,3064.9
,"Chouteau County, MT","30015","Male","M","70-74 years","70-74",21,971,2162.7,1338.8,3306.0
,"Chouteau County, MT","30015","Male","M","75-79 years","75-79",28,561,4991.1,3316.5,7213.5
,"Chouteau County, MT","30015","Male","M","80-84 years","80-84",28,352,7954.5,5285.7,11496.5
,"Chouteau County, MT","30015","Male","M","85-89 years","85-89",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Male","M","90-94 years","90-94",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Male","M","95-99 years","95-99",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Male","M","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Chouteau County, MT","30015","Male","M","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Chouteau County, MT","30015","Male","M",,,190,14736,1289.4,1106.0,1472.7
"Total","Chouteau County, MT","30015",,,,,340,29240,1162.8,1039.2,1286.4
,"Custer County, MT","30017","Female","F","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Custer County, MT","30017","Female","F","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Custer County, MT","30017","Female","F","5-9 years","5-9",0,1567,0.0,0.0,0.0
,"Custer County, MT","30017","Female","F","10-14 years","10-14",0,1619,0.0,0.0,0.0
,"Custer County, MT","30017","Female","F","15-19 years","15-19",0,1583,0.0,0.0,0.0
,"Custer County, MT","30017","Female","F","20-24 years","20-24",0,1530,0.0,0.0,0.0
,"Custer County, MT","30017","Female","F","25-29 years","25-29",0,1804,0.0,0.0,0.0
,"Custer County, MT","30017","Female","F","30-34 years","30-34",Suppressed,1829,Suppressed,Suppressed,Suppressed
,"Custer County, MT","30017","Female","F","35-39 years","35-39",Suppressed,1919,Suppressed,Suppressed,Suppressed
,"Custer County, MT","30017","Female","F","40-44 years","40-44",Suppressed,1875,Suppressed,Suppressed,Suppressed
,"Custer County, MT","30017","Female","F","45-49 years","45-49",Suppressed,1638,Suppressed,Suppressed,Suppressed
,"Custer County, MT","30017","Female","F","50-54 years","50-54",Suppressed,1815,Suppressed,Suppressed,Suppressed
,"Custer County, MT","30017","Female","F","55-59 years","55-59",16,1864,858.4,490.6,1393.9
,"Custer County, MT","30017","Female","F","60-64 years ","60-64",13,2235,581.7,309.7,994.6
,"Custer County, MT","30017","Female","F","65-69 years","65-69",24,1994,1203.6,771.2,1790.9
,"Custer County, MT","30017","Female","F","70-74 years","70-74",28,1758,1592.7,1058.3,2301.9
,"Custer County, MT","30017","Female","F","75-79 years","75-79",28,1141,2454.0,1630.7,3546.7
,"Custer County, MT","30017","Female","F","80-84 years","80-84",39,813,4797.0,3411.2,6557.7
,"Custer County, MT","30017","Female","F","85-89 years","85-89",58,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Custer County, MT","30017","Female","F","90-94 years","90-94",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Custer County, MT","30017","Female","F","95-99 years","95-99",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Custer County, MT","30017","Female","F","100+ years","100+",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Custer County, MT","30017","Female","F","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"Total","Custer County, MT","30017","Female","F",,,302,29471,1024.7,909.2,1140.3
,"Custer County, MT","30017","Male","M","< 1 year","1",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Custer County, MT","30017","Male","M","1-4 years","1-4",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Custer County, MT","30017","Male","M","5-9 years","5-9",0,1732,0.0,0.0,0.0
,"Custer County, MT","30017","Male","M","10-14 years","10-14",Suppressed,1707,Suppressed,Suppressed,Suppressed
,"Custer County, MT","30017","Male","M","15-19 years","15-19",Suppressed,2084,Suppressed,Suppressed,Suppressed
,"Custer County, MT","30017","Male","M","20-24 years","20-24",Suppressed,1811,Suppressed,Suppressed,Suppressed
,"Custer County, MT","30017","Male","M","25-29 years","25-29",Suppressed,1804,Suppressed,Suppressed,Suppressed
